State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Response rate,Score,Offers,Total Score,"Good, Medium, Bad"
NV,297210,"ALTA CARE HOMEHEATLH, INC","3305 W SPRING MOUNTAIN ROAD, SUITE 60",LAS VEGAS,89102,7024789934,Official Health Agency,50,50,50,50,50,50,3/20/2015,2,2,81,3,79,1,72,2,64,59,62,19,555,300,855,Medium
NY,337265,WARTBURG HOME CARE,"1 WARTBURG PLACE, HAUSELT BUILDING, 1ST FLOOR",MOUNT VERNON,10552,9145135860,Skilled Nursing Facility Based Program,50,50,50,50,50,50,4/10/1990,2,2,79,2,77,1,69,2,76,74,86,23,555,300,855,Medium
VI,487003,PREMIER HEALTH CARE SERVICES,3-4 ESTATE THOMAS,CHARLOTTE AMALIE,802,3407747427,Official Health Agency,50,50,0,0,50,50,2/15/2013,3,4,90,2,80,1,63,3,77,85,64,40,655,200,855,Medium
CA,58296,EXCEL CARE HOME HEALTH SERVICES  INC,222  N MOUNTAIN AVENUE SUITE 104,UPLAND,91786,9095796688,Local,50,50,50,50,50,50,11/28/2004,2,2,80,2,75,2,76,2,64,59,79,25,554,300,854,Medium
OH,367658,CONSTANCE CARE HOME HEALTHCARE,"THE HERALD SQUARE, 774 NORTH COURT STREET",CIRCLEVILLE,43113,7404778689,Local,50,50,50,50,0,50,6/30/1995,2,3,85,2,77,2,75,2,78,69,68,37,604,250,854,Medium
OH,368184,GEM CITY HOME CARE,4020 VENTURE COURT,COLUMBUS,43228,6145880228,Local,50,50,50,50,50,50,6/25/2007,2,2,84,2,79,1,71,2,77,63,233,18,554,300,854,Medium
TX,679606,BROOKDALE HOME HEALTH DFW,6225 N STATE HWY 161 STE 350,IRVING,75038,8179162101,Local,50,50,50,50,50,50,11/28/2006,2,3,83,2,75,1,70,2,67,59,277,16,554,300,854,Medium
VA,497636,"PAVILION MEDICAL HOME CARE & STAFFING, LLC","4115 ANNANDALE ROAD, SUITE 202",ANNANDALE,22003,7032999898,Local,50,50,50,50,50,50,4/1/2008,2,2,82,2,74,1,70,2,79,69,106,16,554,300,854,Medium
CA,59073,FIDELITY HOME HEALTH CARE INC,4195 VALLEY FAIR ST STE 106,SIMI VALLEY,93063,8055777655,Local,50,50,50,50,50,50,9/7/2009,2,2,74,2,77,2,73,2,63,66,47,23,553,300,853,Medium
FL,107237,"INTERIM HEALTHCARE OF THE TREASURE COAST, INC.",2 HARVARD CIR STE 950,WEST PALM BEACH,33409,5616169500,Local,50,50,50,50,50,50,4/21/1987,2,2,81,2,77,1,72,2,76,67,327,29,553,300,853,Medium
FL,683111,AMBIANCE HOME HEALTH CARE INC,7825 N DALE MABRY HWY STE 104,TAMPA,33614,8139666060,Local,50,50,50,50,50,50,8/22/2013,2,3,85,1,76,1,67,2,76,69,318,30,553,300,853,Medium
MN,248068,RECOVER HEALTH,19 NE 3RD STREET,GRAND RAPIDS,55744,2183260004,Official Health Agency,50,50,50,0,0,50,4/17/1999,3,3,85,3,83,2,79,2,77,69,214,32,653,200,853,Medium
NE,287062,INTERIM HEALTHCARE,"6040 SOUTH 58TH STREET, SUITE A",LINCOLN,68516,4024217920,Official Health Agency,50,50,50,50,0,50,5/2/1991,2,3,85,3,80,1,72,2,77,69,133,33,603,250,853,Medium
NV,297056,NURSECORE OF LAS VEGAS,4423 WEST FLAMINGO ROAD,LAS VEGAS,89103,7024581137,Official Health Agency,50,50,50,0,0,50,6/7/1994,3,2,82,2,79,3,82,3,81,69,40,26,653,200,853,Medium
OH,368413,"FIRST COMMUNITY HEALTH SERVICES, LLC","3634 WATERTOWER LANE, SUITE 4",WEST CARROLLTON,45449,9372470400,Local,50,50,50,50,50,50,5/7/2012,2,2,82,1,80,2,78,2,71,62,56,43,553,300,853,Medium
TN,447261,AMERICARE HOME HEALTH AGENCY,3949 WHITEBROOK DRIVE,MEMPHIS,38118,9017955949,Local,50,50,50,50,0,50,2/29/1984,2,3,85,2,80,2,79,2,74,65,87,18,603,250,853,Medium
TX,679361,BLUEBONNET HOME CARE,808 UTILITY ROAD,SANGER,76266,2148289991,Local,50,50,0,50,50,50,10/6/2003,2,3,84,1,71,2,78,3,80,70,45,26,603,250,853,Medium
CA,59336,"SOCAL HOME HEALTH, INC","1241 S GLENDALE AVE, SUITE 304A",GLENDALE,91205,8182402227,Local,50,50,50,50,50,50,8/30/2011,2,2,79,2,79,2,77,1,75,62,47,26,552,300,852,Medium
FL,107616,NIRVANA HEALTH SERVICES INC,220 E CENTRAL PKWY STE 2070,ALTAMONTE SPRINGS,32701,4076475008,Official Health Agency,50,50,50,50,50,50,10/5/2000,2,2,81,2,78,1,72,2,76,65,291,24,552,300,852,Medium
IL,148232,"ALL SOLUTIONS HEALTHCARE, INC",1320 CHASE DRIVE STE 2,ALGONQUIN,60102,8473788189,Local,50,50,50,50,50,50,3/11/2011,2,2,82,1,70,2,78,2,75,67,48,32,552,300,852,Medium
TX,677970,ELITTE HEALTHCARE AND SERVICE,9888 BISSONNET SUITE 100-F,HOUSTON,77036,7137769399,Local,50,50,50,50,50,50,6/22/2006,2,2,82,1,74,3,81,1,71,64,63,31,552,300,852,Medium
WY,537052,COMMUNITY HOME HEALTH SERVICES,224 S 6TH ST,THERMOPOLIS,82443,3078645585,Local,50,50,50,0,0,50,12/9/1993,3,3,86,3,80,2,77,2,74,75,48,44,652,200,852,Medium
CA,58106,NURSING & REHAB AT HOME,"1660 S. AMPHLETT BLVD, SUITE 112",SAN MATEO,94402,6502864272,Visiting Nurse Association,50,50,50,50,50,0,3/5/2002,2,3,87,2,80,1,72,2,81,81,89,16,601,250,851,Medium
FL,109788,"GUARDIAN CARE OF PALM BEACH , INC",23123 STATE RD 7 STE 205,BOCA RATON,33428,5618655023,Local,50,50,50,50,50,50,5/30/2012,2,2,81,2,80,1,68,2,76,66,94,37,551,300,851,Medium
FL,683155,DISCOVERY AT HOME GULF COAST,2901 W BUSCH BLVD UNIT 407,TAMPA,33618,8136343343,Local,50,50,50,50,50,50,8/28/2014,2,2,82,2,78,1,71,2,73,67,74,15,551,300,851,Medium
IL,148140,"LIVING SPRING HOME HEALTH CARE, INC",18350 S KEDZIE AVE SUITE 204,HOMEWOOD,60430,7089604767,Local,50,50,50,50,50,50,5/11/2010,2,2,85,1,72,2,79,2,72,63,67,33,551,300,851,Medium
MD,217152,AMERICARE IN HOME NURSING,10905 FORT WASHINGTON ROAD,FORT WASHINGTON,20744,8002969002,Local,50,50,50,50,50,50,12/5/2003,2,3,85,2,79,1,72,1,75,60,62,20,551,300,851,Medium
TX,679663,A P HOME HEALTH CARE SERVICES LLC,6525-A WEST SAM HOUSTON PARKWAY NORTH,HOUSTON,77041,7138567500,Local,50,50,50,50,50,50,8/22/2007,2,2,79,1,73,2,77,2,72,70,43,28,551,300,851,Medium
VA,497605,VIRGINIA HEALTHCARE SERVICES,"7010 LITTLE RIVER TURNPIKE, SUITE 400",ANNANDALE,22003,7033335288,Local,50,50,50,50,50,50,12/20/2005,2,2,82,2,79,1,68,2,75,67,333,23,551,300,851,Medium
CA,58394,"SENIOR HOME HEALTH CARE, INC","14557 FRIAR ST, STE A3",VAN NUYS,91411,8182445015,Local,50,50,50,50,50,50,9/10/2007,2,2,80,1,75,2,77,2,75,63,184,15,550,300,850,Medium
IN,157187,ANEW HOME CARE,210 PROFESSIONAL CT,LAFAYETTE,47905,8662826090,Local,50,50,50,0,0,50,8/21/1987,3,3,86,3,81,1,68,3,80,75,104,20,650,200,850,Medium
NC,347233,INTERIM HEALTHCARE OF THE TRIA,785 HWY 70 SW,HICKORY,28602,7043242121,Local,50,50,50,50,50,50,12/5/2000,2,2,79,2,81,1,72,2,74,64,48,33,550,300,850,Medium
AZ,37261,CARE PARTNERS HEALTH SERVICES INC,"14122 WEST MCDOWELL ROAD, SUITE 203",GOODYEAR,85395,6235359607,Local,50,50,50,50,50,50,2/5/2009,2,2,81,2,78,1,69,2,75,66,69,23,549,300,849,Medium
CA,59054,CARELINK HOME HEALTH INC,187 E WILBUR RD STE 16,THOUSAND OAKS,91360,8052301211,Local,50,50,50,50,50,50,6/25/2009,2,3,87,1,75,2,78,1,73,56,46,27,549,300,849,Medium
MN,247104,INTERIM HEALTHCARE OF THE TWIN CITIES,2680 ARTHUR STREET,ROSEVILLE,55113,6519173634,Official Health Agency,50,50,50,50,50,50,7/15/1981,2,2,82,2,79,1,66,2,75,67,476,22,549,300,849,Medium
OR,387087,COASTAL HOME HEALTH & HOSPICE,306 WHARF STREET,BROOKINGS,97415,5414690405,Local,50,50,0,50,50,50,6/28/1985,2,2,83,2,80,2,78,2,79,79,86,30,599,250,849,Medium
CA,59509,AMORE HOME HEALTH,960 JACKLIN ROAD,MILPITAS,95035,4086492370,Local,50,50,50,50,50,50,7/29/2013,2,2,85,2,79,1,68,2,75,61,67,16,548,300,848,Medium
CA,59511,ADVANTAGE HEALTH SYSTEMS,"151 KALMUS DRIVE, SUITE D-101",COSTA MESA,92626,7145575506,Local,50,50,50,50,50,50,4/26/2013,2,2,78,2,77,3,81,1,62,50,62,20,548,300,848,Medium
CA,59583,"ALLIANCE HOME HEALTH CARE SERVICES, INC.",315 ARDEN AVE SUITE 30,GLENDALE,91203,8182414444,Local,50,50,50,50,50,50,3/26/2014,2,2,80,1,74,2,74,2,71,69,125,19,548,300,848,Medium
FL,107399,MED-CARE HOME HEALTH SERVICES INC.,100 NW 82ND AVE STE 302,PLANTATION,33324,9547331997,Local,50,50,50,50,50,50,6/8/1995,2,2,81,2,78,1,69,2,74,66,310,20,548,300,848,Medium
MA,227576,"BAYADA HOME HEALTH CARE, INC","127 CAMBRIDGE STREET, SUTIE #2B",BURLINGTON,1803,6174721333,Local,50,50,50,50,50,50,8/27/2013,2,3,82,2,74,1,66,2,74,52,56,17,548,300,848,Medium
MN,248105,BROOKDALE HOME HEALTH MINNESOTA,3300 EDINBOROUGH WAY SUITE 470,EDINA,55435,9529331362,Local,50,50,50,50,50,50,7/3/2008,2,2,82,2,81,1,65,2,75,65,122,16,548,300,848,Medium
VA,497584,MEDI HOME HEALTH AND  HOSPICE,336 NORTH WASHINGTON AVENUE,PULASKI,24301,5403825637,Local,50,50,50,50,50,50,10/30/2003,2,2,83,2,76,1,70,2,75,64,45,21,548,300,848,Medium
CA,58370,CARE DIMENSIONS LLC,3401 W SUNFLOWER SUITE 100,SANTA ANA,92704,7146198766,Local,50,50,50,50,50,50,2/28/2007,2,2,82,2,79,1,71,2,73,62,418,13,547,300,847,Medium
FL,107530,JOHN KNOX VILLAGE OF CENTRAL FLORIDA INC,101 NORTHLAKE DRIVE,ORANGE CITY,32763,3868510093,Local,50,50,50,50,50,50,5/16/1996,2,2,83,1,71,2,73,2,73,67,58,37,547,300,847,Medium
MD,217047,REVIVAL HOMECARE AGENCY,"1101 MERCANTILE LANE, SUITE 292",UPPER MARLBORO,20774,7032259477,Local,50,50,50,50,50,50,7/1/1980,2,2,82,2,78,1,68,2,74,65,248,25,547,300,847,Medium
UT,467334,BRIGHTON HOME HEALTH,"1106 EAST 6600 SOUTH, SUITE 100",MURRAY,84121,8019305266,Local,50,50,50,50,50,50,7/26/2012,2,2,83,2,75,1,72,2,69,68,51,22,547,300,847,Medium
CA,58466,"ADVENT HEALTHCARE SERVICES, INC","3333 S BREA CANYON RD, STE 123",DIAMOND BAR,91765,9098392511,Local,50,50,50,50,50,50,2/14/2008,2,1,70,2,79,2,76,2,79,62,52,17,546,300,846,Medium
FL,108195,DOCTORS CHOICE HOME CARE,5979 VINELAND RD STE 315,ORLANDO,32819,4072962610,Local,50,50,50,50,50,50,9/1/2005,2,2,83,2,79,1,71,2,72,61,135,22,546,300,846,Medium
FL,683176,"CROWN HOME HEALTH CARE, INC",3900 LAKE CENTER DR STE A4,MOUNT DORA,32757,3525612376,Local,50,50,50,50,50,50,3/16/2015,2,2,82,1,76,2,79,2,70,59,78,30,546,300,846,Medium
MO,267597,PHOENIX HOME CARE,500 BROADWAY STREET,JEFFERSON CITY,65101,5736353900,Local,50,50,50,50,50,50,9/9/2005,2,2,80,2,78,2,79,1,69,60,149,34,546,300,846,Medium
NV,297123,"ALOHA HOME HEALTH, LLC",3160 S VALLEY VIEW BLVD SUITE 205,LAS VEGAS,89102,7028807771,Official Health Agency,50,50,50,50,50,50,10/6/2005,2,1,78,1,76,2,80,2,75,77,71,26,546,300,846,Medium
NY,337418,LIVING RESOURCES CHHA,300 WASHINGTON AVENUE EXTENSION,ALBANY,12203,5188678800,Local,50,50,50,50,50,50,4/12/2000,2,2,80,2,77,1,72,2,74,63,147,21,546,300,846,Medium
IL,147811,HRS HOME HEALTH,"1806 S HIGHLAND AVE, STE 225",LOMBARD,60148,3126043740,Local,50,50,50,50,50,50,6/9/2005,2,2,80,2,78,1,71,2,71,65,484,16,545,300,845,Medium
IN,157681,SIGNAL HEALTH GROUP LLC-S,625 S TILLOTSON AVE,MUNCIE,47304,8002606145,Local,50,50,50,50,0,50,3/30/2015,2,2,82,2,79,2,73,3,81,60,76,32,595,250,845,Medium
NY,337243,GIRLING HEALTH CARE OF NEW YORK,118-A BATTERY AVENUE,BROOKLYN,11209,7187487447,Local,50,50,50,50,50,50,1/7/1988,2,2,79,2,80,2,73,1,72,61,523,13,545,300,845,Medium
OH,368166,"RICHARD HEALTH SYSTEMS, LLC",5237 RENWYCK DRIVE,TOLEDO,43615,4195342371,Local,50,50,50,50,50,50,1/4/2007,2,1,76,1,69,5,88,1,69,43,40,23,545,300,845,Medium
MN,247019,BETHESDA HOME HEALTH,"901 WILLMAR AVENUE SE,  SUITE 2",WILLMAR,56201,3202358364,Local,50,50,50,50,0,50,2/10/1994,2,2,79,4,84,1,69,2,71,71,42,37,594,250,844,Medium
TX,453177,PROVISTA  HEALTHCARE,4849 GREENVILLE AVE STE 1124,DALLAS,75206,2149650431,Local,50,50,50,50,50,50,12/8/2004,2,2,83,2,83,1,70,2,70,58,71,40,544,300,844,Medium
VA,497649,GOODHEART HOME HEALTHCARE SERVICES,5411A BACKLICK RD,SPRINGFIELD,22151,7032564920,Local,50,50,50,50,50,50,8/3/2009,2,2,80,2,80,1,63,2,76,65,45,16,544,300,844,Medium
CA,58014,CLORAN HOME HEALTH SERVICES,11428 E ARTESIA BLVD SUITE 3,ARTESIA,90701,5628607770,Local,50,50,50,50,50,50,7/11/1997,2,2,83,2,79,1,70,2,68,62,44,17,542,300,842,Medium
MA,227520,"RELIEF HOME HEALTH SERVICES, INC",35 WINTER STREET  SUITE 301,HYANNIS,2601,8888175656,Visiting Nurse Association,50,50,50,50,0,50,5/6/2010,2,2,77,2,75,3,83,2,71,66,80,17,592,250,842,Medium
VA,497669,VIRGINIA HEALTHCARE SERVICES OF FREDERICKSBURG,77B WEST LEE STREET,WARRENTON,20186,5404798333,Local,50,50,50,50,50,50,3/15/2011,2,2,83,2,77,1,68,2,71,63,56,23,542,300,842,Medium
FL,107245,INTERIM HEALTHCARE OF GREATER ORLANDO,1890 STATE ROAD 436 STE 355,WINTER PARK,32792,4077405284,Official Health Agency,50,50,50,50,50,50,7/16/1987,2,2,81,2,76,1,67,2,71,66,79,24,541,300,841,Medium
FL,687023,UTOPIA HOME CARE,4012 SAWYER RD STE 106,SARASOTA,34233,9413434416,Local,50,50,50,50,50,50,8/11/2015,2,2,81,2,77,1,67,2,71,65,183,37,541,300,841,Medium
IN,157562,PRIORITY REHAB HOME HEALTH LLC,11576 WEST US HIGHWAY 30 STE E,WANATAH,46390,2197331001,Local,50,50,50,50,0,50,3/11/2005,2,3,83,2,78,1,71,3,77,62,78,25,591,250,841,Medium
MN,248076,EVERYTIME HOME CARE,2257 LOUISIANA AVENUE SOUTH,SAINT LOUIS PARK,55426,9528480935,Local,50,50,50,50,0,50,4/18/2002,2,2,81,2,79,2,80,2,79,72,50,16,591,250,841,Medium
TX,679313,BROOKDALE HOME HEALTH HOUSTON,12606 WEST HOUSTON CENTER BLVD STE#300,HOUSTON,77082,7136230291,Local,50,50,50,50,50,50,8/5/2003,2,2,80,1,73,2,76,2,70,62,328,16,541,300,841,Medium
AZ,37421,"UNIVERSAL HOME HEALTH, INC.",40 WEST BASELINE ROAD #103,TEMPE,85283,4806217388,Local,50,50,50,50,50,50,5/17/2013,2,2,81,2,78,1,70,2,69,62,256,20,540,300,840,Medium
CA,557727,HEALTH VIEW HOME HEALTH,"17785 CENTER COURT DRIVE, SUITE 325",CERRITOS,90703,5624680136,Local,50,50,50,50,50,50,10/9/1996,2,2,80,2,76,1,68,2,75,61,343,21,540,300,840,Medium
FL,109144,AGRAMONTE HOME CARE CORP,10691 SW 88TH ST STE 311,MIAMI,33176,3052744014,Local,50,50,50,50,50,50,1/15/2009,2,2,81,2,76,1,70,2,68,65,60,18,540,300,840,Medium
CA,57021,VNA OF ORANGE COUNTY LLC,17682 MITCHELL N SUITE 100,IRVINE,92614,9492634700,Local,50,50,50,50,50,50,7/1/1966,2,2,80,2,76,1,71,2,73,59,164,22,539,300,839,Medium
FL,683137,VISITING NURSE SERVICES OF CENTRAL FLORIDA LLC,1326 W NORTH BOULEVARD STE 12,LEESBURG,34748,3523150459,Local,50,50,50,50,50,50,4/1/2014,2,2,80,2,79,1,68,2,71,61,142,30,539,300,839,Medium
IL,148166,"HOME LIFE HEALTHCARE, CORP",1020 WEST GOLF ROAD,HOFFMAN ESTATES,60169,8474131611,Local,50,50,50,50,50,50,5/26/2010,2,2,83,1,70,2,73,2,73,60,46,18,539,300,839,Medium
MN,248054,PROFESSIONAL RESOURCE NETWORK HHC,9531 WEST 78TH STREET  STE 2,EDEN PRAIRIE,55344,9528588807,Local,50,50,50,50,0,50,2/7/1997,2,2,83,4,83,1,70,2,70,63,55,20,589,250,839,Medium
MO,267581,INTEGRITY HOME CARE + HOSPICE,3751 NE RALPH POWELL RD,LEES SUMMIT,64064,8162543131,Local,50,50,50,50,50,0,8/7/2003,2,2,81,2,78,2,80,2,78,72,166,26,589,250,839,Medium
TX,679473,US HOME HEALTH CARE INC,117 W BEDFORD EULESS ROAD,HURST,76053,8172680041,Local,50,50,50,50,50,50,5/4/2004,2,3,88,2,80,1,72,1,67,52,42,37,539,300,839,Medium
VA,497687,PINNACLE SENIOR CARE,7447 CENTRAL BUSINESS PARK DRIVE SUITE 106,NORFOLK,23513,7576440150,Local,50,50,50,50,50,50,8/9/2012,2,2,79,2,72,2,75,1,74,59,58,19,539,300,839,Medium
AZ,37438,"SACRED HEART HOME HEALTHCARE, LLC","2737 EAST GREENWAY ROAD, SUITE 6",PHOENIX,85032,9135480169,Local,50,50,50,50,50,0,9/30/2014,2,2,83,2,78,2,75,2,78,74,101,28,588,250,838,Medium
GA,117127,SUNCREST HOME HEALTH,"2400 LAKE PARK DRIVE, SUITE 110",SMYRNA,30080,7704291455,Visiting Nurse Association,50,50,50,50,50,50,9/30/1999,2,2,77,2,79,2,76,1,66,60,87,20,538,300,838,Medium
CA,59052,"UNITED HOME HEALTH AGENCY, INC","4001 W ALAMEDA AVE, SUITE 202",BURBANK,91505,8187558777,Local,50,50,50,50,50,50,5/1/2009,2,1,75,2,76,3,84,1,64,58,42,18,537,300,837,Medium
CA,59476,ADVANTAGE HEALTH SYSTEMS,"4100 LATHAM STREET, STE D",RIVERSIDE,92501,9516860003,Local,50,50,50,50,50,50,11/27/2012,2,2,80,2,75,2,73,1,66,63,79,16,537,300,837,Medium
FL,109594,TRUST USA HOME HEALTH LLC,8360 W OAKLAND PARK BLVD  STE 201,SUNRISE,33351,9543571900,Local,50,50,50,50,50,50,10/27/2010,2,1,78,1,75,2,74,2,76,74,82,17,537,300,837,Medium
IL,147841,MEDLIFE HOME HEALTH INC,"2720 S RIVER ROAD, SUITE 128",DES PLAINES,60018,8473245550,Local,50,50,50,50,50,50,12/9/2005,2,2,79,1,68,2,78,2,72,60,95,19,537,300,837,Medium
OH,367711,BROOKDALE HOME HEALTH DAYTON,"2621 DRYDEN ROAD, SUITE 107",MORAINE,45439,9373209074,Local,50,50,50,50,50,50,1/1/1997,2,2,81,1,72,2,77,2,69,58,79,11,537,300,837,Medium
CA,58341,APEX HOME HEALTH CARE SERVICES,520 N MAIN STREET STE 200,SANTA ANA,92701,7145270887,Local,50,50,50,50,50,50,8/10/2006,2,2,76,1,72,2,78,2,71,59,62,15,536,300,836,Medium
FL,108019,FUSION HEALTHCARE,550 N REO ST STE 230,TAMPA,33609,8136365017,Local,50,50,50,50,50,0,1/28/2004,2,3,86,2,80,1,71,2,79,70,178,19,586,250,836,Medium
MA,227609,NAMASTE HOME CARE LLC,360 MERRIMACK ST STE 154,LAWRENCE,1840,9782580343,Visiting Nurse Association,50,50,50,50,50,50,4/22/2015,2,2,83,1,73,2,77,2,69,54,42,34,536,300,836,Medium
TX,677875,A FRIENDLY HOME HEALTH CARE,100 N CENTRAL EXPY STE 190 ROOM 112,RICHARDSON,75080,9722488282,Local,50,50,50,50,50,50,3/21/2006,2,2,81,1,72,2,79,2,64,60,57,24,536,300,836,Medium
TX,679744,CONTINUITY CARE HOME HEALTH AGENCY LLC,1110 KINDWOOD DR STE 120,KINGWOOD,77339,2813482328,Local,50,50,50,50,0,50,3/28/2008,2,2,80,2,77,2,74,2,87,68,41,19,586,250,836,Medium
VA,497573,INTERIM HEALTHCARE - CHRISTIANSBURG,100 ARBOR DRIVE SUITE 108,CHRISTIANSBURG,24073,5403812757,Local,50,50,50,50,50,50,2/21/2002,2,1,78,2,76,2,73,2,69,60,70,26,536,300,836,Medium
TX,679434,ST FRANCIS HEALTH CARE SERVICES INC,9888 BISSONNET SUITE #370,HOUSTON,77036,7132712200,Local,50,50,50,50,50,50,2/20/2004,2,2,80,2,76,1,68,2,73,58,43,15,535,300,835,Medium
CA,58392,CALIPSO HOME HEALTH CARE INC,"16909 PARTHENIA ST., STE. 205",NORTHRIDGE,91343,8183850030,Local,50,50,50,50,50,50,5/25/2007,2,2,79,2,79,1,63,2,69,64,139,24,534,300,834,Medium
FL,108476,FAMILY HOME HEALTH SERVICES,2295 W EAU GALLIE BLVD STE C,MELBOURNE,32935,3217524495,Local,50,50,50,50,50,50,10/18/2007,2,2,82,1,72,1,71,2,76,73,96,16,534,300,834,Medium
WI,527308,AMEDISYS HOME HEALTH,2120 SOUTH RIDGE ROAD,GREEN BAY,54304,9204971234,Local,50,50,50,50,50,50,2/13/2010,2,2,78,2,80,1,60,2,70,66,62,11,534,300,834,Medium
AR,47824,KINDRED AT HOME,209 SOUTH MAIN STREET,HOPE,71801,8707779424,Local,50,50,0,0,0,50,7/1/1966,3,4,88,2,75,2,76,3,82,82,77,32,683,150,833,Medium
CA,59020,"BRIO HOME HEALTH SERVICES, INC","14712 PIPELINE AVENUE, #B",CHINO,91709,9096064415,Local,50,50,50,50,50,50,12/10/2008,2,2,77,2,77,2,74,1,64,61,83,18,533,300,833,Medium
FL,109485,"TIMELESS HOME CARE, INC.",1699 E OAKLAND PARK BLVD 120,OAKLAND PARK,33334,9543673816,Local,50,50,50,50,50,50,12/15/2009,2,2,82,1,76,1,67,2,77,71,42,25,533,300,833,Medium
TN,447428,BALLAD HEALTH HOMECARE,"1410 TUSCULUM BLVD, SUITE 1600",GREENEVILLE,37745,4237875030,Hospital Based Program,50,50,50,50,0,50,7/30/1984,2,2,83,2,83,2,79,2,73,65,92,31,583,250,833,Medium
TX,747047,AYUDA HOME HEALTH CARE SERVICES LLC,1515 CESSNA SUITE 201,EL PASO,79925,9152319494,Local,50,50,50,50,50,50,1/14/2009,2,1,76,1,73,2,76,2,80,67,74,22,532,300,832,Medium
CA,57761,"ACCENTCARE UCLA HEALTH, LLC","9221 CORBIN AVE, STE 160",NORTHRIDGE,91324,8184809300,Local,50,50,50,50,50,50,11/24/1986,2,2,78,2,77,1,71,2,68,56,211,20,530,300,830,Medium
IL,147878,BROOKDALE HOME HEALTH,"1952 MCDOWELL RD, STE 207",NAPERVILLE,60563,6309225742,Local,50,50,50,50,50,50,6/2/2006,2,2,81,1,72,2,74,2,69,53,273,14,529,300,829,Medium
MA,227499,EXCEL HOME CARE SERVICES INC,4 STONY HILL ROAD,WILBRAHAM,1095,4135832005,Visiting Nurse Association,50,50,50,50,50,50,7/17/2007,2,1,74,2,76,2,73,2,65,61,46,15,529,300,829,Medium
NV,297096,"DYNAMIC HOME HEALTH CARE, LLC",2865 S JONES,LAS VEGAS,89146,7023887070,Local,50,50,50,50,50,50,10/24/2001,2,2,84,1,78,1,67,2,73,67,229,16,529,300,829,Medium
OH,369119,SUMMIT ORTHOPAEDIC HOME CARE,"7359 EAST KEMPER ROAD, SUITE C",CINCINNATI,45249,5138983375,Official Health Agency,50,50,0,0,0,0,8/3/2015,3,4,90,5,88,1,71,3,84,76,316,28,729,100,829,Medium
WA,507084,"BROOKDALE HOME HEALTH, LLC",19009 33RD AVE W STE 330,LYNNWOOD,98036,2064177700,Local,50,50,50,50,50,50,10/29/1980,2,2,80,2,74,1,72,2,66,57,120,19,529,300,829,Medium
CA,59241,"PRIVILEGE HOME SERVICES, INC",11395 183RD STREET,CERRITOS,90703,5624680888,Local,50,50,50,50,50,50,5/29/2010,2,2,79,2,82,1,72,1,72,63,71,25,528,300,828,Medium
TX,747092,CALVARY HEALTH CARE INC,2840 KELLER SPRINGS BUILDING 8,CARROLLTON,75006,2146781950,Local,50,50,50,50,50,50,1/23/2009,2,2,82,1,77,1,63,2,78,68,104,44,528,300,828,Medium
CA,58438,KINDNESS CARE HOME HEALTH,1220 W HEMLOCK WAY SUITE 202,SANTA ANA,92707,9497779500,Local,50,50,50,50,50,50,10/5/2007,2,2,78,1,72,2,77,2,66,54,99,22,527,300,827,Medium
MA,227407,AVEANNA HEALTHCARE,"67 MILLBROOK STREET, SUITE 401",WORCESTER,1606,5086280850,Visiting Nurse Association,50,50,50,50,0,50,10/17/1994,2,2,80,2,78,2,79,2,74,66,200,20,577,250,827,Medium
MD,217134,P-B  HEALTH HOME CARE,"4701 MOUNT HOPE DRIVE, SUITE B",BALTIMORE,21215,4102351060,Local,50,50,50,50,50,50,7/20/1994,2,2,80,2,76,2,78,1,60,53,262,21,527,300,827,Medium
CA,58304,"OSO HOME CARE, INC",17175 GILLETTE AVENUE,IRVINE,92614,9496607126,Local,50,50,50,50,50,0,2/22/2005,2,2,79,2,80,2,76,2,72,69,120,14,576,250,826,Medium
CA,59067,"LIFELINK HEALTH PROVIDERS, INC","211 W FOOTHILL BLVD, SUITE A",GLENDORA,91741,6263879650,Local,50,50,50,50,50,50,5/4/2009,2,1,76,1,75,2,74,2,72,69,136,27,526,300,826,Medium
CA,59458,"SUNRISE HOME HEALTH CARE PROVIDER, INC","2211 SOUTH HACIENDA BLVD, #210",HACIENDA HEIGHTS,91745,6269798888,Local,50,50,50,50,50,50,7/31/2012,2,1,65,2,75,2,80,2,70,56,40,16,526,300,826,Medium
NC,347231,KINDRED AT HOME,"220 WINTERGREEN DRIVE, SUITE G & H",LUMBERTON,28358,9108029626,Official Health Agency,50,50,0,0,0,50,2/7/2000,3,3,84,3,82,3,82,2,78,70,141,20,676,150,826,Medium
